1.000000000000000000e+01	3.828055233248628753e+01	4.280552332486285749e+00
1.005012531328320868e+01	2.770971559348048885e+01	-6.440660346369135425e+00
1.010025062656641559e+01	3.438766052456848143e+01	8.690864486923213783e-02
1.015037593984962427e+01	3.781524274107637495e+01	3.364114921527499025e+00
1.020050125313283118e+01	3.303266953820448748e+01	-1.568834221194006284e+00
1.025062656641603986e+01	3.715607934540067703e+01	2.404199646152558767e+00
1.030075187969924855e+01	3.656216554117579420e+01	1.659909902078048782e+00
1.035087719298245545e+01	4.022344784854159627e+01	5.170816269594226355e+00
1.040100250626566414e+01	2.985874957868035295e+01	-5.344257940116639460e+00
1.045112781954887282e+01	3.672964737246766731e+01	1.376263913821049512e+00
1.050125313283207973e+01	3.296545648331607481e+01	-2.538302915180164820e+00
1.055137844611528841e+01	3.533143117323813698e+01	-3.227041651077325879e-01
1.060150375939849710e+01	3.312708456601709628e+01	-2.677426712178395896e+00
1.065162907268170400e+01	3.206489710826019035e+01	-3.889990109784926098e+00
1.070175438596491269e+01	4.152393593727695986e+01	5.418672779382218252e+00
1.075187969924811959e+01	4.196943010865895474e+01	5.713791010914595958e+00
1.080200501253132828e+01	3.781707688004365053e+01	1.411061842449660819e+00
1.085213032581453696e+01	3.819487559465339643e+01	1.638484617209786443e+00
1.090225563909774387e+01	3.146673723395344879e+01	-5.240029683339781030e+00
1.095238095238095255e+01	4.120481733110733558e+01	4.347674473964477926e+00
1.100250626566415946e+01	4.162024607912911023e+01	4.612727282136634521e+00
1.105263157894736814e+01	3.708526031248958788e+01	-7.263442435251427076e-02
1.110275689223057682e+01	3.638075494057048331e+01	-9.275157361212483798e-01
1.115288220551378373e+01	3.260238241157500028e+01	-4.856264204966349141e+00
1.120300751879699241e+01	3.243031410579477836e+01	-5.178708450596194446e+00
1.125313283208020110e+01	4.136734006317857393e+01	3.607941566937970634e+00
1.130325814536340800e+01	3.695897534291475495e+01	-9.507990931754694008e-01
1.135338345864661669e+01	2.914099533772452588e+01	-8.919155038215320630e+00
1.140350877192982537e+01	3.189788486303543991e+01	-6.312641452754040650e+00
1.145363408521303228e+01	3.678947345021397553e+01	-1.571428805425121977e+00
1.150375939849624096e+01	4.228833061327765108e+01	3.777052417788933081e+00
1.155388471177944787e+01	3.747705354436020997e+01	-1.184600590978134083e+00
1.160401002506265655e+01	3.751260501244740908e+01	-1.299425062740561687e+00
1.165413533834586524e+01	4.152975621375237836e+01	2.567350198714783538e+00
1.170426065162907214e+01	3.739992813960924423e+01	-1.712853815277977310e+00
1.175438596491228083e+01	3.700147034356807296e+01	-2.261687551168770849e+00
1.180451127819548773e+01	4.114497814146307775e+01	1.731444306876619876e+00
1.185463659147869642e+01	4.088774144569404001e+01	1.323831671257947207e+00
1.190476190476190510e+01	3.993685649797086512e+01	2.225707836851529287e-01
1.195488721804511201e+01	4.608716874467786795e+01	6.222507090542539032e+00
1.200501253132832069e+01	4.173396624495418905e+01	1.718928650969224314e+00
1.205513784461152937e+01	3.877603553301222661e+01	-1.389378000822364401e+00
1.210526315789473628e+01	3.636995088200686155e+01	-3.945838591677346852e+00
1.215538847117794496e+01	3.953093972825098490e+01	-9.352256852828521039e-01
1.220551378446115365e+01	4.334386716679947682e+01	2.727325813416018097e+00
1.225563909774436055e+01	3.922217187796455562e+01	-1.544745415268525379e+00
1.230576441102756924e+01	3.855228375173147271e+01	-2.365009481351238563e+00
1.235588972431077792e+01	5.016333572957231013e+01	9.095666556639979916e+00
1.240601503759398483e+01	4.051938915721135004e+01	-6.986559555706037816e-01
1.245614035087719174e+01	4.499219417971840329e+01	3.623773127086830304e+00
1.250626566416040042e+01	4.195719080442085414e+01	4.383938119396524336e-01
1.255639097744360910e+01	4.363148014205533798e+01	1.962307209724515111e+00
1.260651629072681601e+01	3.551782978675501568e+01	-6.301719085425429689e+00
1.265664160401002469e+01	4.900471251820347618e+01	7.034787706173400323e+00
1.270676691729323338e+01	4.418593979176506537e+01	2.065639039885369677e+00
1.275689223057644028e+01	3.616905330860414125e+01	-6.101623383125179600e+00
1.280701754385964897e+01	4.269724385662261312e+01	2.761912250436699967e-01
1.285714285714285765e+01	4.139104526646168836e+01	-1.180383304966882152e+00
1.290726817042606456e+01	4.624716865841084257e+01	3.525364147132646231e+00
1.295739348370927324e+01	4.506606420873526275e+01	2.193883757607444362e+00
1.300751879699248192e+01	4.740008199381507126e+01	4.377525602837630814e+00
1.305764411027568883e+01	4.580306509079166943e+01	2.630132759964601608e+00
1.310776942355889751e+01	4.464676087188470177e+01	1.323452601208011226e+00
1.315789473684210620e+01	4.651081378589771020e+01	3.037129575371398271e+00
1.320802005012531311e+01	3.679130288809584926e+01	-6.832757262280088284e+00
1.325814536340852001e+01	3.714550177126015740e+01	-6.628934318965408856e+00
1.330827067669172870e+01	4.798289924260478045e+01	4.058087212529594368e+00
1.335839598997493738e+01	4.540863575692738863e+01	1.333447787002574048e+00
1.340852130325814429e+01	4.437999938404274047e+01	1.544354742683066162e-01
1.345864661654135297e+01	4.578469968935627321e+01	1.408759839732213193e+00
1.350877192982456165e+01	5.388585398982806396e+01	9.359538200354382553e+00
1.355889724310776856e+01	4.756528903406926645e+01	2.888597304745958105e+00
1.360902255639097724e+01	4.982319886763792027e+01	4.996131198464984102e+00
1.365914786967418593e+01	4.315393949044485566e+01	-1.823504118577698785e+00
1.370927318295739283e+01	4.401327406504614714e+01	-1.114545483826038241e+00
1.375939849624060152e+01	4.390240199262084531e+01	-1.375793496100963687e+00
1.380952380952381020e+01	4.314572900401591227e+01	-2.282842424555518779e+00
1.385964912280701711e+01	4.758952654021478423e+01	2.010579171793727582e+00
1.390977443609022579e+01	4.398955025001410490e+01	-1.739773058256575577e+00
1.395989974937343447e+01	3.607574702305767289e+01	-9.803952225062626979e+00
1.401002506265664138e+01	4.976419475814633842e+01	3.734119570176413383e+00
1.406015037593984829e+01	4.885270057104314390e+01	2.672249443223598142e+00
1.411027568922305697e+01	5.108668753294197273e+01	4.755860465272805371e+00
1.416040100250626566e+01	4.233912545691649854e+01	-4.142077550602301983e+00
1.421052631578947256e+01	4.797420505039669791e+01	1.342626103028278006e+00
1.426065162907268125e+01	5.021019114218334778e+01	3.428236254965307150e+00
1.431077694235588993e+01	3.980244577688955587e+01	-7.129885050178115691e+00
1.436090225563909684e+01	4.249914072918170405e+01	-4.583566037735582910e+00
1.441102756892230552e+01	5.500188411381719078e+01	7.768801407050278662e+00
1.446115288220551420e+01	4.643408928188279816e+01	-9.493693647337463348e-01
1.451127819548872111e+01	4.690051977439680542e+01	-6.333148120693570249e-01
