1.000000000000000000e+01	3.385586045871675509e+01	-1.441395412832452150e-01
1.105263157894736814e+01	3.277360302561897498e+01	-4.384291711223127663e+00
1.210526315789473628e+01	3.479511763950410597e+01	-5.520671834180099324e+00
1.315789473684210620e+01	4.074349572270383391e+01	-2.730188487822483800e+00
1.421052631578947256e+01	4.918331808794756199e+01	2.551739140579143417e+00
1.526315789473684248e+01	5.646845304961345136e+01	6.678979365402926582e+00
1.631578947368421240e+01	4.762995234277182988e+01	-5.317416078280808200e+00
1.736842105263157876e+01	5.404234874533803890e+01	-2.062914412556702271e+00
1.842105263157894512e+01	5.491652303456893947e+01	-4.346634860167896797e+00
1.947368421052631504e+01	6.187404798427261454e+01	-5.470046473063315817e-01
2.052631578947368496e+01	6.445214023916878432e+01	-1.126807129252275219e+00
2.157894736842105132e+01	6.462515110547477093e+01	-4.111690999788372380e+00
2.263157894736842124e+01	7.783094867302408204e+01	5.936211830918825427e+00
2.368421052631578760e+01	6.718580808377464564e+01	-7.866823495172721614e+00
2.473684210526315752e+01	7.680752310271847705e+01	-1.403003213071009281e+00
2.578947368421052744e+01	7.918742841400859334e+01	-2.180992638622998303e+00
2.684210526315789380e+01	8.108760148865175665e+01	-3.438714300821928749e+00
2.789473684210526372e+01	8.696033017764777640e+01	-7.238803486680180921e-01
2.894736842105263008e+01	1.009033872344021177e+02	1.006128197124422208e+01
3.000000000000000000e+01	8.921520953245706664e+01	-4.784790467542929804e+00
